"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"19381","XLOC_019381","XLOC_019381","Fabp5","chr3:10012547-10016607","P0","Ad","OK",47.891,16.3845,-1.54742,-2.53152,8e-04,0.010048,"yes"
"19409","XLOC_019409","XLOC_019409","Trim55","chr3:19544459-19591599","P0","Ad","OK",158.142,64.1481,-1.30174,-2.67347,2e-04,0.00339928,"yes"
"19429","XLOC_019429","XLOC_019429","Pld1","chr3:27837601-28032284","P0","Ad","OK",13.4152,3.21554,-2.06074,-2.23033,0.0051,0.0388861,"yes"
"19434","XLOC_019434","XLOC_019434","Eif5a2","chr3:28680232-28701145","P0","Ad","OK",2.67383,0.667454,-2.00217,-2.17436,0.00635,0.0446192,"yes"
"19495","XLOC_019495","XLOC_019495","Plk4","chr3:40603940-40620805","P0","Ad","OK",5.0698,1.20974,-2.06723,-1.74797,0.00485,0.0377272,"yes"
"19525","XLOC_019525","XLOC_019525","Lhfp","chr3:52845449-53065601","P0","Ad","OK",60.5601,30.9339,-0.96918,-1.9336,0.0078,0.0511018,"no"
"19533","XLOC_019533","XLOC_019533","Postn","chr3:54165030-54194961","P0","Ad","OK",184.831,14.5888,-3.66327,-5.72307,5e-05,0.00106929,"yes"
"19593","XLOC_019593","XLOC_019593","Rsrc1","chr3:66775216-67162318","P0","Ad","OK",48.8428,7.38553,-2.72537,-4.33774,5e-05,0.00106929,"yes"
"19604","XLOC_019604","XLOC_019604","Smc4","chr3:68808659-68838545","P0","Ad","OK",20.5726,5.62821,-1.86998,-2.02412,1e-04,0.00193782,"yes"
"19626","XLOC_019626","XLOC_019626","Fam198b","chr3:79688454-79750202","P0","Ad","OK",41.3991,12.2191,-1.76047,-2.41465,5e-05,0.00106929,"yes"
"19681","XLOC_019681","XLOC_019681","Mex3a","chr3:88336316-88345318","P0","Ad","OK",6.18502,0.35002,-4.14327,-4.34136,5e-05,0.00106929,"yes"
"19683","XLOC_019683","XLOC_019683","Ssr2","chr3:88383592-88392319","P0","Ad","OK",70.4355,35.7251,-0.979366,-1.87897,0.0072,0.0486017,"yes"
"19684","XLOC_019684","XLOC_019684","Arhgef2","chr3:88411375-88451974","P0","Ad","OK",36.3041,13.5562,-1.42118,-1.71728,0.0017,0.0175967,"yes"
"19720","XLOC_019720","XLOC_019720","Tpm3","chr3:89876570-89904824","P0","Ad","OK",59.9164,19.0375,-1.6541,-2.1324,0.006,0.0428576,"yes"
"19724","XLOC_019724","XLOC_019724","Rab13","chr3:90017616-90030307","P0","Ad","OK",7.64071,2.32322,-1.71758,-2.04129,0.00935,0.0575009,"no"
"19832","XLOC_019832","XLOC_019832","Sv2a","chr3:95985073-95999444","P0","Ad","OK",8.03137,2.80953,-1.51532,-2.22962,0.0016,0.0168432,"yes"
"19847","XLOC_019847","XLOC_019847","Txnip","chr3:96359687-96370724","P0","Ad","OK",260.592,128.183,-1.02359,-1.55597,0.00285,0.0258881,"yes"
"19857","XLOC_019857","XLOC_019857","Gja5","chr3:96602685-96881339","P0","Ad","OK",26.7787,4.73116,-2.50082,-2.37576,0.00035,0.00529761,"yes"
"19866","XLOC_019866","XLOC_019866","Hmgcs2","chr3:98084357-98114661","P0","Ad","OK",37.7473,4.78469,-2.97987,-5.46602,5e-05,0.00106929,"yes"
"19887","XLOC_019887","XLOC_019887","Igsf3","chr3:101181047-101266983","P0","Ad","OK",9.17274,4.69767,-0.965409,-1.90419,0.00715,0.0483559,"yes"
"19892","XLOC_019892","XLOC_019892","Tspan2","chr3:102524153-102576215","P0","Ad","OK",12.9964,4.85649,-1.42013,-2.37451,0.00105,0.0122183,"yes"
"19951","XLOC_019951","XLOC_019951","Sort1","chr3:108086815-108165174","P0","Ad","OK",12.1647,5.28584,-1.2025,-2.18443,9e-04,0.0109843,"yes"
"19953","XLOC_019953","XLOC_019953","Psrc1","chr3:108186756-108191149","P0","Ad","OK",4.01202,0.35452,-3.50039,-1.16298,0.0021,0.0206706,"yes"
"19964","XLOC_019964","XLOC_019964","Vav3","chr3:109143570-109488616","P0","Ad","OK",17.6448,2.26004,-2.96482,-2.69225,0.00165,0.0171916,"yes"
"19967","XLOC_019967","XLOC_019967","Col11a1","chr3:113733457-113923636","P0","Ad","OK",2.01984,0.0168767,-6.90307,-0.90421,2e-04,0.00339928,"yes"
"19994","XLOC_019994","XLOC_019994","Cnn3","chr3:121129458-121161123","P0","Ad","OK",55.4801,24.821,-1.16041,-2.32957,0.0015,0.0160274,"yes"
"20000","XLOC_020000","XLOC_020000","Abca4","chr3:121747360-121882979","P0","Ad","OK",3.02149,0.951716,-1.66666,-1.20041,0.00845,0.0535856,"no"
"20012","XLOC_020012","XLOC_020012","Gm9372","chr3:123994976-123995423","P0","Ad","OK",7.94799,0,-Inf,NA,5e-05,0.00106929,"yes"
"20027","XLOC_020027","XLOC_020027","4930422G04Rik","chr3:127256406-127320939","P0","Ad","OK",1.17674,0.235332,-2.32202,-2.23218,0.0074,0.049506,"yes"
"20033","XLOC_020033","XLOC_020033","Pitx2","chr3:128902795-128922509","P0","Ad","OK",3.47795,0.137869,-4.65686,-0.971672,0.0012,0.0135755,"yes"
"20034","XLOC_020034","XLOC_020034","Elovl6","chr3:129235303-129341413","P0","Ad","OK",2.25596,0.236976,-3.25093,-3.19829,0.00105,0.0122183,"yes"
"20058","XLOC_020058","XLOC_020058","Cenpe","chr3:134875526-134936504","P0","Ad","OK",2.37475,0.0660711,-5.16762,-4.40574,0.0016,0.0168432,"yes"
"20117","XLOC_020117","XLOC_020117","Lpar3","chr3:145883924-145949178","P0","Ad","OK",27.8525,0.640549,-5.44236,-5.45135,5e-05,0.00106929,"yes"
"20174","XLOC_020174","XLOC_020174","Mrps28","chr3:8802145-8923918","P0","Ad","OK",186.093,84.9841,-1.13076,-2.01712,0.0036,0.0304482,"yes"
"20176","XLOC_020176","XLOC_020176","Tpd52","chr3:8928625-9004723","P0","Ad","OK",74.9849,10.2848,-2.86608,-3.05261,0.00025,0.00406943,"yes"
"20177","XLOC_020177","XLOC_020177","Zfp704","chr3:9403063-9610085","P0","Ad","OK",7.25347,3.39007,-1.09736,-2.20986,0.00125,0.0139747,"yes"
"20178","XLOC_020178","XLOC_020178","Pag1","chr3:9687478-9833679","P0","Ad","OK",3.12825,1.08484,-1.52788,-1.68252,0.0068,0.0468792,"yes"
"20220","XLOC_020220","XLOC_020220","Ect2","chr3:26996143-27052800","P0","Ad","OK",5.25485,0.274759,-4.25741,-1.40712,5e-05,0.00106929,"yes"
"20235","XLOC_020235","XLOC_020235","Zmat3","chr3:32233717-32264600","P0","Ad","OK",4.55511,1.72128,-1.40401,-1.95732,0.0035,0.0299043,"yes"
"20237","XLOC_020237","XLOC_020237","Gnb4","chr3:32479253-32515507","P0","Ad","OK",14.9328,6.26452,-1.2532,-2.0446,0.0048,0.0374816,"yes"
"20257","XLOC_020257","XLOC_020257","Ccna2","chr3:36451527-36471072","P0","Ad","OK",38.332,1.3424,-4.83566,-3.80544,2e-04,0.00339928,"yes"
"20258","XLOC_020258","XLOC_020258","Bbs7","chr3:36472063-36512399","P0","Ad","OK",5.62059,1.41758,-1.98729,-1.70849,0.00315,0.0277805,"yes"
"20300","XLOC_020300","XLOC_020300","Pcdh18","chr3:49547217-49561238","P0","Ad","OK",4.93618,1.46628,-1.75123,-2.64931,0.00065,0.00858808,"yes"
"20307","XLOC_020307","XLOC_020307","Maml3","chr3:51491532-51908813","P0","Ad","OK",3.03925,0.983518,-1.62769,-2.14593,0.0052,0.0393746,"yes"
"20322","XLOC_020322","XLOC_020322","Nbea","chr3:55429126-55987623","P0","Ad","OK",8.92829,3.49739,-1.35211,-2.19839,0.00205,0.0202906,"yes"
"20389","XLOC_020389","XLOC_020389","Trim59","chr3:68839209-68848677","P0","Ad","OK",7.4299,0.560174,-3.7294,-2.08182,0.00055,0.00757606,"yes"
"20427","XLOC_020427","XLOC_020427","Gucy1a3","chr3:81896349-81949799","P0","Ad","OK",12.1827,4.47577,-1.44463,-2.68497,3e-04,0.00470584,"yes"
"20455","XLOC_020455","XLOC_020455","Dclk2","chr3:86590072-86724803","P0","Ad","OK",1.71257,0.410697,-2.06002,-1.94664,0.0083,0.0530121,"no"
"20456","XLOC_020456","XLOC_020456","Cd1d1","chr3:86799755-86803363","P0","Ad","OK",10.7714,1.1172,-3.26925,-2.78169,0.00055,0.00757606,"yes"
"20511","XLOC_020511","XLOC_020511","Cks1b","chr3:89219393-89222305","P0","Ad","OK",20.6346,3.05298,-2.75678,-2.69503,0.0013,0.0143757,"yes"
"20515","XLOC_020515","XLOC_020515","Atp8b2","chr3:89743402-89767430","P0","Ad","OK",21.7215,5.64056,-1.94522,-2.06033,0.003,0.0269244,"yes"
"20683","XLOC_020683","XLOC_020683","Ttf2","chr3:100742782-100773586","P0","Ad","OK",4.13149,0.951205,-2.11883,-2.11073,0.00035,0.00529761,"yes"
"20685","XLOC_020685","XLOC_020685","Ptgfrn","chr3:100844154-100914201","P0","Ad","OK",35.4578,16.3142,-1.11997,-2.3182,0.00085,0.0105458,"yes"
"20736","XLOC_020736","XLOC_020736","Slc6a17","chr3:107270460-107320936","P0","Ad","OK",5.48277,0.878142,-2.64238,-1.90815,5e-05,0.00106929,"yes"
"20804","XLOC_020804","XLOC_020804","D3Bwg0562e","chr3:117022062-117063794","P0","Ad","OK",1.48181,0.15491,-3.25787,-2.59693,0.00815,0.0524776,"no"
"20808","XLOC_020808","XLOC_020808","Ptbp2","chr3:119421659-119486306","P0","Ad","OK",18.0645,8.80981,-1.03597,-1.93376,0.0061,0.0433544,"yes"
"20821","XLOC_020821","XLOC_020821","Fnbp1l","chr3:122241636-122322585","P0","Ad","OK",19.0803,6.95987,-1.45495,-2.68676,5e-05,0.00106929,"yes"
"20852","XLOC_020852","XLOC_020852","Gar1","chr3:129527829-129534314","P0","Ad","OK",52.6184,14.5372,-1.85581,-2.23002,0.00695,0.0475223,"yes"
"20901","XLOC_020901","XLOC_020901","Hs2st1","chr3:144094066-144233145","P0","Ad","OK",27.2683,4.63474,-2.55666,-2.77695,0.0016,0.0168432,"yes"
"20904","XLOC_020904","XLOC_020904","Clca1","chr3:144392640-144423941","P0","Ad","OK",5.516,0.315456,-4.12811,-3.45555,0.00225,0.0217857,"yes"
"20942","XLOC_020942","XLOC_020942","St6galnac3","chr3:152868368-153388026","P0","Ad","OK",10.2609,1.85221,-2.46984,-2.35287,0.0047,0.0368016,"yes"
"20953","XLOC_020953","XLOC_020953","Tnni3k","chr3:154449265-154718371","P0","Ad","OK",56.0554,22.9409,-1.28893,-1.81252,0.00965,0.0584375,"no"
"20977","XLOC_020977","XLOC_020977","Lyn","chr4:3605261-3740269","P0","Ad","OK",27.44,5.83767,-2.23282,-2.78204,0.00305,0.0272017,"yes"
"21039","XLOC_021039","XLOC_021039","Runx1t1","chr4:13670582-13820796","P0","Ad","OK",5.34082,1.46588,-1.86529,-2.36851,3e-04,0.00470584,"yes"
"21085","XLOC_021085","XLOC_021085","6230409E13Rik","chr4:21858475-21923986","P0","Ad","OK",1.44423,0.150154,-3.26579,-1.91826,0.00095,0.0114184,"yes"
"21099","XLOC_021099","XLOC_021099","Mms22l","chr4:24423597-24530097","P0","Ad","OK",5.72621,0.340243,-4.07294,-1.6939,5e-05,0.00106929,"yes"
"21115","XLOC_021115","XLOC_021115","Epha7","chr4:28740280-28894649","P0","Ad","OK",18.7591,2.11231,-3.1507,-2.49089,0.00015,0.00273203,"yes"
"21129","XLOC_021129","XLOC_021129","Bach2","chr4:32325778-32673083","P0","Ad","OK",46.0011,1.82961,-4.65206,-2.18666,0.00085,0.0105458,"yes"
"21243","XLOC_021243","XLOC_021243","Unc13b","chr4:43071824-43277745","P0","Ad","OK",26.5409,3.55344,-2.90093,-2.58417,3e-04,0.00470584,"yes"
"21262","XLOC_021262","XLOC_021262","Glipr2","chr4:43970272-43991990","P0","Ad","OK",22.512,4.78486,-2.23414,-3.4182,5e-05,0.00106929,"yes"
"21267","XLOC_021267","XLOC_021267","Melk","chr4:44313747-44377547","P0","Ad","OK",4.44398,0.0469938,-6.56324,-0.640739,0.00495,0.0382544,"yes"
"21286","XLOC_021286","XLOC_021286","Aldh1b1","chr4:45811893-45817476","P0","Ad","OK",63.8816,10.1874,-2.64861,-5.09658,5e-05,0.00106929,"yes"
"21313","XLOC_021313","XLOC_021313","Tmeff1","chr4:48598045-48676003","P0","Ad","OK",16.3428,3.79416,-2.10681,-2.77382,0.00025,0.00406943,"yes"
"21338","XLOC_021338","XLOC_021338","Smc2","chr4:52452114-52501237","P0","Ad","OK",5.8538,0.83544,-2.80876,-3.06392,5e-05,0.00106929,"yes"
"21388","XLOC_021388","XLOC_021388","Ugcg","chr4:59202128-59235705","P0","Ad","OK",17.8395,8.39623,-1.08726,-1.96113,0.0034,0.0292252,"yes"
"21435","XLOC_021435","XLOC_021435","Zfp618","chr4:62626606-62800742","P0","Ad","OK",4.06008,0.118205,-5.10215,-0.572533,0.00165,0.0171916,"yes"
"21533","XLOC_021533","XLOC_021533","Adamtsl1","chr4:85699818-86074289","P0","Ad","OK",4.36657,0.50722,-3.10581,-1.48197,5e-04,0.00709313,"yes"
"21610","XLOC_021610","XLOC_021610","Fggy","chr4:95224197-95593630","P0","Ad","OK",16.0364,2.02912,-2.98242,-1.90515,0.00035,0.00529761,"yes"
"21612","XLOC_021612","XLOC_021612","Nfia","chr4:97234823-97868605","P0","Ad","OK",96.4166,27.5877,-1.80526,-2.1953,0.0091,0.0564509,"no"
"21639","XLOC_021639","XLOC_021639","Ror1","chr4:99768395-100117370","P0","Ad","OK",15.3337,3.83299,-2.00016,-3.73788,5e-05,0.00106929,"yes"
"21643","XLOC_021643","XLOC_021643","Cachd1","chr4:100449279-100701825","P0","Ad","OK",9.90953,1.2754,-2.95787,-2.59195,5e-05,0.00106929,"yes"
"21652","XLOC_021652","XLOC_021652","Dnajc6","chr4:101169252-101315404","P0","Ad","OK",3.44218,0.215272,-3.99909,-1.26382,0.00585,0.0420603,"yes"
"21680","XLOC_021680","XLOC_021680","Gm12726","chr4:105250944-105251545","P0","Ad","OK",1.81553,0,-Inf,NA,0.0081,0.0522738,"no"
"21687","XLOC_021687","XLOC_021687","Dhcr24","chr4:106233642-106261718","P0","Ad","OK",9.97314,1.15312,-3.1125,-3.90304,5e-05,0.00106929,"yes"
"21692","XLOC_021692","XLOC_021692","Ssbp3","chr4:106583305-106722299","P0","Ad","OK",203.401,20.9296,-3.2807,-3.62814,2e-04,0.00339928,"yes"
"21715","XLOC_021715","XLOC_021715","Zcchc11","chr4:108132030-108232026","P0","Ad","OK",17.4411,7.27482,-1.26151,-1.47787,0.00495,0.0382544,"yes"
"21756","XLOC_021756","XLOC_021756","Stil","chr4:114672722-114715801","P0","Ad","OK",2.29997,0.059574,-5.27079,-0.755239,0.00055,0.00757606,"yes"
"21890","XLOC_021890","XLOC_021890","Gm12901","chr4:122935288-122936147","P0","Ad","OK",3.28609,0,-Inf,NA,1e-04,0.00193782,"yes"
"21925","XLOC_021925","XLOC_021925","Grik3","chr4:125167943-125391417","P0","Ad","OK",4.06844,0.0820933,-5.63107,-4.89657,0.00335,0.0289703,"yes"
"21940","XLOC_021940","XLOC_021940","Clspn","chr4:126234178-126271147","P0","Ad","OK",3.8577,0.204595,-4.2369,-1.47652,0.0037,0.0310726,"yes"
"21947","XLOC_021947","XLOC_021947","Sfpq","chr4:126698567-126738396","P0","Ad","OK",188.489,67.3048,-1.4857,-1.82406,0.00305,0.0272017,"yes"
"21978","XLOC_021978","XLOC_021978","Marcksl1","chr4:129190824-129193229","P0","Ad","OK",42.001,4.87035,-3.10832,-4.69121,5e-05,0.00106929,"yes"
"22026","XLOC_022026","XLOC_022026","Gm10151","chr4:132641388-132645061","P0","Ad","OK",1.66321,0.134388,-3.62949,-2.76245,0.0095,0.057948,"no"
"22050","XLOC_022050","XLOC_022050","Stmn1","chr4:134024234-134029758","P0","Ad","OK",41.1655,3.65497,-3.4935,-3.56619,5e-05,0.00106929,"yes"
"22124","XLOC_022124","XLOC_022124","Iffo2","chr4:139086462-139176297","P0","Ad","OK",5.04139,2.28705,-1.14034,-1.87075,0.00935,0.0575009,"no"
"22145","XLOC_022145","XLOC_022145","Mfap2","chr4:140566332-140571899","P0","Ad","OK",42.6539,1.26439,-5.07617,-4.33584,1e-04,0.00193782,"yes"
"22209","XLOC_022209","XLOC_022209","Gm13227,Gm13230","chr4:145000147-145040791","P0","Ad","OK",3.85931,0.468316,-3.04279,-1.49115,0.00995,0.0596456,"no"
"22276","XLOC_022276","XLOC_022276","Casz1","chr4:148178537-148328998","P0","Ad","OK",27.7556,12.9403,-1.1009,-1.73225,0.00305,0.0272017,"yes"
"22307","XLOC_022307","XLOC_022307","Tnfrsf9","chr4:150288670-150320211","P0","Ad","OK",2.2495,0.0407475,-5.78675,-0.373993,0.00035,0.00529761,"yes"
"22320","XLOC_022320","XLOC_022320","Gpr153","chr4:151648340-151659446","P0","Ad","OK",17.816,8.52751,-1.06298,-1.48998,0.00655,0.0456864,"yes"
"22336","XLOC_022336","XLOC_022336","Megf6","chr4:153544838-153649822","P0","Ad","OK",8.88837,2.09011,-2.08834,-1.95877,9e-04,0.0109843,"yes"
"22379","XLOC_022379","XLOC_022379","9430015G10Rik","chr4:155484090-155501374","P0","Ad","OK",8.98258,2.60148,-1.7878,-1.61643,0.00485,0.0377272,"yes"
"22396","XLOC_022396","XLOC_022396","Gm11806","chr4:3905397-3905897","P0","Ad","OK",5.93635,0,-Inf,NA,5e-05,0.00106929,"yes"
"22413","XLOC_022413","XLOC_022413","Tox","chr4:6613499-6918704","P0","Ad","OK",8.41852,0.551877,-3.93115,-3.46836,5e-05,0.00106929,"yes"
"22418","XLOC_022418","XLOC_022418","Gm11810","chr4:8383312-8383645","P0","Ad","OK",4.33492,0,-Inf,NA,0.00575,0.041509,"yes"
"22549","XLOC_022549","XLOC_022549","Gm12754","chr4:34336642-34337096","P0","Ad","OK",2.01159,0,-Inf,NA,0.00575,0.041509,"yes"
"22640","XLOC_022640","XLOC_022640","Fancg","chr4:43015214-43023378","P0","Ad","OK",5.55073,0.847697,-2.71106,-1.69003,3e-04,0.00470584,"yes"
"22650","XLOC_022650","XLOC_022650","E130306D19Rik","chr4:43509013-43512567","P0","Ad","OK",4.60105,0.427855,-3.42677,-1.43515,2e-04,0.00339928,"yes"
"22652","XLOC_022652","XLOC_022652","Tpm2","chr4:43527582-43536637","P0","Ad","OK",38.9573,12.5785,-1.63094,-2.5833,4e-04,0.0059161,"yes"
"22686","XLOC_022686","XLOC_022686","Shb","chr4:45436149-45545342","P0","Ad","OK",39.5942,15.0368,-1.39679,-1.91668,0.00835,0.0532359,"no"
"22844","XLOC_022844","XLOC_022844","Rpl17-ps4","chr4:63556548-63557156","P0","Ad","OK",5.23057,0,-Inf,NA,5e-05,0.00106929,"yes"
"22845","XLOC_022845","XLOC_022845","Tnc","chr4:63620818-63810958","P0","Ad","OK",4.90148,0.482287,-3.34525,-4.2641,5e-05,0.00106929,"yes"
"22848","XLOC_022848","XLOC_022848","Astn2","chr4:65041836-66065645","P0","Ad","OK",9.88625,1.30249,-2.92415,-2.55422,0.00335,0.0289703,"yes"
"22855","XLOC_022855","XLOC_022855","Gm11223","chr4:69586234-69587205","P0","Ad","OK",45.1412,5.15148,-3.13139,-4.43415,5e-05,0.00106929,"yes"
"22883","XLOC_022883","XLOC_022883","Ptprd","chr4:75587141-77860081","P0","Ad","OK",30.3147,2.98275,-3.3453,-2.7224,5e-05,0.00106929,"yes"
"22887","XLOC_022887","XLOC_022887","Gm12913","chr4:78419580-78420125","P0","Ad","OK",1412.78,517.805,-1.44805,-2.68369,0.00035,0.00529761,"yes"
"22901","XLOC_022901","XLOC_022901","Frem1","chr4:82543824-82698243","P0","Ad","OK",3.24362,0.168504,-4.26675,-1.66589,0.00145,0.0156814,"yes"
"22926","XLOC_022926","XLOC_022926","Slc24a2","chr4:86629027-86876381","P0","Ad","OK",5.65649,0.382645,-3.88583,-2.26596,5e-05,0.00106929,"yes"
"23025","XLOC_023025","XLOC_023025","Dock7","chr4:98603355-98787606","P0","Ad","OK",16.0546,4.41922,-1.86113,-2.02111,0.0021,0.0206706,"yes"
"23167","XLOC_023167","XLOC_023167","Rad54l","chr4:115747873-115796295","P0","Ad","OK",12.4488,2.3858,-2.38346,-2.18373,0.0026,0.0242672,"yes"
"23174","XLOC_023174","XLOC_023174","Nasp","chr4:116273656-116300556","P0","Ad","OK",31.7978,11.0406,-1.52611,-2.64395,5e-05,0.00106929,"yes"
"23194","XLOC_023194","XLOC_023194","Kif2c","chr4:116832243-116855244","P0","Ad","OK",5.57217,0.231023,-4.59213,-1.39277,0.0026,0.0242672,"yes"
"23202","XLOC_023202","XLOC_023202","B4galt2,Ccdc24","chr4:117507110-117556092","P0","Ad","OK",11.493,4.29388,-1.42039,-1.52146,0.00515,0.0391416,"yes"
"23209","XLOC_023209","XLOC_023209","Ptprf","chr4:117880817-117964010","P0","Ad","OK",9.26337,3.03412,-1.61026,-2.89403,5e-05,0.00106929,"yes"
"23304","XLOC_023304","XLOC_023304","Cdca8","chr4:124595708-124621900","P0","Ad","OK",14.3643,0.418815,-5.10003,-2.10278,0.00185,0.0187275,"yes"
"23340","XLOC_023340","XLOC_023340","Gm12947","chr4:127085622-127086042","P0","Ad","OK",2.54004,0,-Inf,NA,0.00875,0.0548049,"no"
"23389","XLOC_023389","XLOC_023389","Gm13215","chr4:131704327-131704799","P0","Ad","OK",2.01688,0,-Inf,NA,0.00575,0.041509,"yes"
"23403","XLOC_023403","XLOC_023403","Atpif1","chr4:132086469-132089574","P0","Ad","OK",291.446,138.958,-1.06858,-2.11602,0.0027,0.0249229,"yes"
"23428","XLOC_023428","XLOC_023428","Arid1a","chr4:133234922-133312684","P0","Ad","OK",24.3101,13.2892,-0.871305,-1.65861,0.00965,0.0584375,"no"
"23433","XLOC_023433","XLOC_023433","Hmgn2","chr4:133520652-133524565","P0","Ad","OK",79.9685,11.8291,-2.75709,-3.95771,5e-05,0.00106929,"yes"
"23555","XLOC_023555","XLOC_023555","Kazn","chr4:141658304-141795316","P0","Ad","OK",9.12983,2.35768,-1.95322,-1.51093,0.0017,0.0175967,"yes"
"23630","XLOC_023630","XLOC_023630","Gm13157","chr4:147128082-147183949","P0","Ad","OK",3.75601,0.660813,-2.50689,-2.41958,0.0063,0.0443773,"yes"
"23655","XLOC_023655","XLOC_023655","Cort","chr4:148499142-148500872","P0","Ad","OK",1.53355,0,-Inf,NA,0.00055,0.00757606,"yes"
"23656","XLOC_023656","XLOC_023656","Apitd1","chr4:148501229-148511738","P0","Ad","OK",6.53585,0.812203,-3.00846,-1.73466,0.00145,0.0156814,"yes"
"23692","XLOC_023692","XLOC_023692","Rnf207","chr4:151671335-151693102","P0","Ad","OK",92.0416,27.9697,-1.71842,-2.03711,0.0013,0.0143757,"yes"
"23708","XLOC_023708","XLOC_023708","Prdm16","chr4:153690233-154010982","P0","Ad","OK",25.7229,3.46908,-2.89043,-2.56208,0.0035,0.0299043,"yes"
"23744","XLOC_023744","XLOC_023744","Agrn","chr4:155539398-155571536","P0","Ad","OK",39.7406,16.7312,-1.24807,-2.29584,0.00105,0.0122183,"yes"
"23753","XLOC_023753","XLOC_023753","Cdk6","chr5:3343892-3523218","P0","Ad","OK",7.24703,2.44117,-1.56982,-2.35828,0.0018,0.0184045,"yes"
"23773","XLOC_023773","XLOC_023773","Sri","chr5:8037293-8069379","P0","Ad","OK",122.87,49.381,-1.31511,-2.06142,0.0039,0.032314,"yes"
"23800","XLOC_023800","XLOC_023800","Sema3d","chr5:12383165-12588943","P0","Ad","OK",3.9846,1.39083,-1.51848,-1.71643,0.0084,0.0533398,"no"
"23827","XLOC_023827","XLOC_023827","Lrrc17","chr5:20989664-21151423","P0","Ad","OK",5.25494,1.63995,-1.68002,-2.03556,0.00865,0.0545624,"no"
"23853","XLOC_023853","XLOC_023853","Chpf2","chr5:24092558-24107830","P0","Ad","OK",113.698,3.41037,-5.05913,-3.42431,0.0015,0.0160274,"yes"
"23876","XLOC_023876","XLOC_023876","Insig1","chr5:28397951-28405201","P0","Ad","OK",16.8923,7.63833,-1.14503,-2.0292,0.00545,0.0405561,"yes"
"23905","XLOC_023905","XLOC_023905","Emilin1","chr5:31215774-31223651","P0","Ad","OK",22.987,10.7106,-1.10178,-1.52018,0.00775,0.0509618,"no"
"23932","XLOC_023932","XLOC_023932","Ywhah","chr5:33361464-33370615","P0","Ad","OK",82.5909,43.2091,-0.934649,-1.89783,0.00695,0.0475223,"yes"
"23939","XLOC_023939","XLOC_023939","Tacc3","chr5:34000776-34021644","P0","Ad","OK",10.0169,1.08609,-3.20522,-2.86722,5e-05,0.00106929,"yes"
"23942","XLOC_023942","XLOC_023942","Whsc1","chr5:34163373-34279062","P0","Ad","OK",16.3368,7.08898,-1.20447,-1.66834,0.0056,0.041135,"yes"
"23972","XLOC_023972","XLOC_023972","Jakmip1","chr5:37419573-37539240","P0","Ad","OK",1.62829,0.155672,-3.38678,-0.622743,2e-04,0.00339928,"yes"
"24004","XLOC_024004","XLOC_024004","Ncapg","chr5:46061160-46248854","P0","Ad","OK",5.37035,0.213281,-4.65419,-1.05264,0.0093,0.0573668,"no"
"24006","XLOC_024006","XLOC_024006","Slit2","chr5:48374393-48697521","P0","Ad","OK",15.669,1.34738,-3.53969,-2.08828,5e-05,0.00106929,"yes"
"24020","XLOC_024020","XLOC_024020","Pi4k2b","chr5:53132825-53160583","P0","Ad","OK",4.92358,0.821575,-2.58324,-2.33292,8e-04,0.010048,"yes"
"24047","XLOC_024047","XLOC_024047","Tbc1d1","chr5:64550689-64742725","P0","Ad","OK",13.082,4.2701,-1.61525,-2.2586,0.00075,0.00956334,"yes"
"24059","XLOC_024059","XLOC_024059","N4bp2","chr5:66152229-66221347","P0","Ad","OK",8.03273,3.38332,-1.24745,-1.13752,0.00505,0.0387539,"yes"
"24067","XLOC_024067","XLOC_024067","Uchl1","chr5:67017733-67078470","P0","Ad","OK",11.0768,1.92766,-2.52262,-2.65201,0.001,0.0118199,"yes"
"24105","XLOC_024105","XLOC_024105","Srd5a3","chr5:76569295-76584529","P0","Ad","OK",25.663,6.04833,-2.08508,-2.81011,2e-04,0.00339928,"yes"
"24111","XLOC_024111","XLOC_024111","C530008M17Rik,Gm10430","chr5:77085536-77302579","P0","Ad","OK",10.853,0.64176,-4.07992,-1.88087,1e-04,0.00193782,"yes"
"24119","XLOC_024119","XLOC_024119","Rest","chr5:77694515-77715457","P0","Ad","OK",8.99479,4.10403,-1.13205,-2.20375,0.0019,0.0191384,"yes"
"24126","XLOC_024126","XLOC_024126","Lphn3","chr5:81449162-82254158","P0","Ad","OK",10.44,1.13129,-3.20608,-2.12233,8e-04,0.010048,"yes"
"24158","XLOC_024158","XLOC_024158","Dck","chr5:89194020-89212306","P0","Ad","OK",6.34368,2.43629,-1.38063,-1.91403,0.00785,0.0512174,"no"
"24200","XLOC_024200","XLOC_024200","Sept11","chr5:93522482-93605473","P0","Ad","OK",34.7553,6.89501,-2.33361,-4.48593,5e-05,0.00106929,"yes"
"24230","XLOC_024230","XLOC_024230","Fras1","chr5:96802973-97213747","P0","Ad","OK",2.1387,0.119212,-4.16514,-4.38866,5e-05,0.00106929,"yes"
"24261","XLOC_024261","XLOC_024261","Ptpn13","chr5:103854210-104027378","P0","Ad","OK",3.11984,0.841379,-1.89065,-2.9229,0.00015,0.00273203,"yes"
"24276","XLOC_024276","XLOC_024276","Spp1","chr5:104864136-104870069","P0","Ad","OK",2.3247,0.308692,-2.9128,-1.15223,0.00425,0.0342574,"yes"
